indeks_katalogowy,nazwa,zdjecie,rozmiar,material,vat,cena_FV_brutto,cena_detal,stan_magazynowy,producent,opis_tekstowy,jednostka_wymiaru,szerokosc,wysokosc,ostatnia_aktualizacja
6795/2ACOL,6795/2ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x9 CM,https://wikomistral.ddns.net/Obrazki/6795.2ACOL_6795-ACOL.jpg,6x9 cm,Mirosilver,23,41.21,107.15,117,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6795/2O,6795/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    6x9 CM,https://wikomistral.ddns.net/Obrazki/6795.2O_6795_O.jpg,6x9 cm,Mirosilver,23,73.62,176.69,130,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6795/2OCOL,6795/2OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 6x9 CM,https://wikomistral.ddns.net/Obrazki/6795.2OCOL_6795-OCOL.jpg,6x9 cm,Mirosilver,23,41.21,107.15,91,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6795/2XA,6795/2XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x13 CM,https://wikomistral.ddns.net/Obrazki/6795.2XA_6795_A.jpg,9x13 cm,Mirosilver,23,114.51,251.92,155,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6795/2XACOL,6795/2XACOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x13 CM,https://wikomistral.ddns.net/Obrazki/6795.2XACOL_6795-ACOL.jpg,9x13 cm,Mirosilver,23,122.69,269.92,66,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6795/2XO,6795/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x13 CM,https://wikomistral.ddns.net/Obrazki/6795.2XO_6795_O.jpg,9x13 cm,Mirosilver,23,114.51,251.92,131,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6795/2XOCOL,6795/2XOCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 9x13 CM,https://wikomistral.ddns.net/Obrazki/6795.2XOCOL_6795-OCOL.jpg,9x13 cm,Mirosilver,23,122.69,269.92,84,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6795/3A,6795/3A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    13x18 CM,https://wikomistral.ddns.net/Obrazki/6795.3A_6795_A.jpg,13x18 cm,Mirosilver,23,178.78,357.56,86,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6795/3ACOL,6795/3ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 13x18 CM,https://wikomistral.ddns.net/Obrazki/6795.3ACOL_6795-ACOL.jpg,13x18 cm,Mirosilver,23,191.63,383.26,32,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6795/3O,6795/3O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    13x18 CM,https://wikomistral.ddns.net/Obrazki/6795.3O_6795_O.jpg,13x18 cm,Mirosilver,23,178.78,357.56,46,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6795/3OCOL,6795/3OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 13x18 CM,https://wikomistral.ddns.net/Obrazki/6795.3OCOL_6795-OCOL.jpg,13x18 cm,Mirosilver,23,191.63,383.26,35,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6795K/2A,6795K/2A PANEL PAMIĄTKA I KOMUNII ŚW.     18x13 CM,https://wikomistral.ddns.net/Obrazki/6795K.2A_6795K-A.jpg,18x13 cm,Mirosilver,23,68.94,165.46,183,Beltrami s.r.l.,,cm,"18,000","13,000",2025-11-01 02:42:15
6795K/2O,6795K/2O PANEL PAMIĄTKA I KOMUNII ŚW.     18x13 CM,https://wikomistral.ddns.net/Obrazki/6795K.2O_6795K-O.jpg,18x13 cm,Mirosilver,23,68.94,165.46,175,Beltrami s.r.l.,,cm,"18,000","13,000",2025-11-01 02:42:15
6797/2A,6797/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.  8x8 CM,https://wikomistral.ddns.net/Obrazki/6797.2A_6797_A.jpg,8x8 cm,Mirosilver,23,50.92,122.21,159,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-01 02:42:15
6797/2ACOL,6797/2ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 8x8 CM,https://wikomistral.ddns.net/Obrazki/6797.2ACOL_6797A-COL.jpg,8x8 cm,Mirosilver,23,54.61,131.06,91,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-01 02:42:15
6797/2O,6797/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.  8x8 CM,https://wikomistral.ddns.net/Obrazki/6797.2O_6797_O.jpg,8x8 cm,Mirosilver,23,50.92,122.21,277,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-01 02:42:15
6797/2OCOL,6797/2OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 8x8 CM,https://wikomistral.ddns.net/Obrazki/6797.2OCOL_6797O-COL.jpg,8x8 cm,Mirosilver,23,54.61,131.06,98,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-01 02:42:15
6797/2XA,6797/2XA OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x12 CM,https://wikomistral.ddns.net/Obrazki/6797.2XA_6797_A.jpg,12x12 cm,Mirosilver,23,130.87,287.91,109,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-01 02:42:15
6797/2XACOL,6797/2XACOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x12 CM,https://wikomistral.ddns.net/Obrazki/6797.2XACOL_6797A-COL.jpg,12x12 cm,Mirosilver,23,88.56,212.54,18,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-01 02:42:15
6797/2XO,6797/2XO OBRAZEK PAMIĄTKA I KOMUNII ŚW.  12x12 CM,https://wikomistral.ddns.net/Obrazki/6797.2XO_6797_O.jpg,12x12 cm,Mirosilver,23,130.87,287.91,85,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-01 02:42:15
6797/2XOCOL,6797/2XOCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 12x12 CM,https://wikomistral.ddns.net/Obrazki/6797.2XOCOL_6797O-COL.jpg,12x12 cm,Mirosilver,23,88.56,212.54,9,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-01 02:42:15
6797/3A,6797/3A OBRAZEK PAMIĄTKA I KOMUNII ŚW.  16x16 CM,https://wikomistral.ddns.net/Obrazki/6797.3A_6797_A.jpg,16x16 cm,Mirosilver,23,200.98,401.96,32,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6797/3ACOL,6797/3ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 16x16 CM,https://wikomistral.ddns.net/Obrazki/6797.3ACOL_6797A-COL.jpg,16x16 cm,Mirosilver,23,135.79,298.74,23,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6797/3O,6797/3O OBRAZEK PAMIĄTKA I KOMUNII ŚW.  16x16 CM,https://wikomistral.ddns.net/Obrazki/6797.3O_6797_O.jpg,16x16 cm,Mirosilver,23,200.98,401.96,31,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6797/3OCOL,6797/3OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 16x16 CM,https://wikomistral.ddns.net/Obrazki/6797.3OCOL_6797O-COL.jpg,16x16 cm,Mirosilver,23,135.79,298.74,21,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6797OP/2A,6797OP/2A PANEL PAMIĄTKA I KOMUNII ŚW.    12x12 CM,https://wikomistral.ddns.net/Obrazki/6797OP.2A_6797OP-A.jpg,12x12 cm,Mirosilver,23,88.81,213.14,111,Beltrami s.r.l.,SOP,cm,"12,000","12,000",2025-11-01 02:42:15
6797OP/2O,6797OP/2O PANEL PAMIĄTKA I KOMUNII ŚW.    12x12 CM,https://wikomistral.ddns.net/Obrazki/6797OP.2O_6797OP-O.jpg,12x12 cm,Mirosilver,23,88.81,213.14,114,Beltrami s.r.l.,SOP,cm,"12,000","12,000",2025-11-01 02:42:15
6797OP/2XA,"6797OP/2XA PANEL PAMIĄTKA I KOMUNII ŚW.   17,5x17,5 CM",https://wikomistral.ddns.net/Obrazki/6797OP.2XA_6797OP-A.jpg,"17,5x17,5 cm",Mirosilver,23,147.23,323.91,45,Beltrami s.r.l.,SOP,cm,"17,500","17,500",2025-11-01 02:42:15
6797OP/2XO,"6797OP/2XO PANEL PAMIĄTKA I KOMUNII ŚW.   17,5x17,5 CM",https://wikomistral.ddns.net/Obrazki/6797OP.2XO_6797OP-O.jpg,"17,5x17,5 cm",Mirosilver,23,147.23,323.91,44,Beltrami s.r.l.,SOP,cm,"17,500","17,500",2025-11-01 02:42:15
6797PN/2A,6797PN/2A PANEL PAMIĄTKA I KOMUNII ŚW.    10x15 CM,https://wikomistral.ddns.net/Obrazki/6797PN.2A_6797PN_A.jpg,10x15 cm,Mirosilver,23,89.97,215.93,46,Beltrami s.r.l.,,cm,"10,000","15,000",2025-11-01 02:42:15
6797PN/2O,6797PN/2O PANEL PAMIĄTKA I KOMUNII ŚW.    10x15 CM,https://wikomistral.ddns.net/Obrazki/6797PN.2O_6797PN_O.jpg,10x15 cm,Mirosilver,23,89.97,215.93,63,Beltrami s.r.l.,,cm,"10,000","15,000",2025-11-01 02:42:15
6797PN/2XA,6797PN/2XA PANEL PAMIĄTKA I KOMUNII ŚW.   15x21 CM,https://wikomistral.ddns.net/Obrazki/6797PN.2XA_6797PN_A.jpg,15x21 cm,Mirosilver,23,151.91,303.82,51,Beltrami s.r.l.,,cm,"15,000","21,000",2025-11-01 02:42:15
6797PN/2XO,6797PN/2XO PANEL PAMIĄTKA I KOMUNII ŚW.   15x21 CM,https://wikomistral.ddns.net/Obrazki/6797PN.2XO_6797PN_O.jpg,15x21 cm,Mirosilver,23,151.91,303.82,49,Beltrami s.r.l.,,cm,"15,000","21,000",2025-11-01 02:42:15
6800/1A,6800/1A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    8x7 CM,https://wikomistral.ddns.net/Obrazki/6800.1A_6800_A.jpg,8x7 cm,Mirosilver,23,68.94,165.46,518,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-01 02:42:15
6800/1ACOL,6800/1ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 8x7 CM,https://wikomistral.ddns.net/Obrazki/6800.1ACOL_6800-ACOL.jpg,8x7 cm,Mirosilver,23,47.23,122.80,144,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-01 02:42:15
6800/1AW,6800/1AW OBRAZEK PAMIĄTKA I KOMUNII ŚW.   10x9 CM,https://wikomistral.ddns.net/Obrazki/6800.1AW_6800_AW.jpg,10x9 cm,Mirosilver,23,73.62,176.69,388,Beltrami s.r.l.,,cm,"10,000","9,000",2025-11-01 02:42:15
6800/1AWCOL,6800/1AWCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 10x9 CM,https://wikomistral.ddns.net/Obrazki/6800.1AWCOL_6800-AWCOL.jpg,10x9 cm,Mirosilver,23,49.45,128.57,280,Beltrami s.r.l.,,cm,"10,000","9,000",2025-11-01 02:42:15
6800/1O,6800/1O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    8x7 CM,https://wikomistral.ddns.net/Obrazki/6800.1O_6800_O.jpg,8x7 cm,Mirosilver,23,68.94,165.46,402,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-01 02:42:15
6800/1OCOL,6800/1OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 8x7 CM,https://wikomistral.ddns.net/Obrazki/6800.1OCOL_6800-OCOL.jpg,8x7 cm,Mirosilver,23,47.23,122.80,171,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-01 02:42:15
6800/1OW,6800/1OW OBRAZEK PAMIĄTKA I KOMUNII ŚW.   10x9 CM,https://wikomistral.ddns.net/Obrazki/6800.1OW_6800_OW.jpg,10x9 cm,Mirosilver,23,73.62,176.69,502,Beltrami s.r.l.,,cm,"10,000","9,000",2025-11-01 02:42:15
6800/1OWCOL,6800/1OWCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 10x9 CM,https://wikomistral.ddns.net/Obrazki/6800.1OWCOL_6800-OWCOL.jpg,10x9 cm,Mirosilver,23,49.45,128.57,365,Beltrami s.r.l.,,cm,"10,000","9,000",2025-11-01 02:42:15
6800/2A,"6800/2A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6800.2A_6800_A.jpg,"11x9,5 cm",Mirosilver,23,93.48,224.35,154,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6800/2ACOL,"6800/2ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6800.2ACOL_6800-ACOL.jpg,"11x9,5 cm",Mirosilver,23,63.47,152.33,115,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6800/2AW,6800/2AW OBRAZEK PAMIĄTKA I KOMUNII ŚW.   14x12 CM,https://wikomistral.ddns.net/Obrazki/6800.2AW_6800_AW.jpg,14x12 cm,Mirosilver,23,100.49,221.08,140,Beltrami s.r.l.,,cm,"14,000","12,000",2025-11-01 02:42:15
6800/2AWCOL,6800/2AWCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 14x12 CM,https://wikomistral.ddns.net/Obrazki/6800.2AWCOL_6800-AWCOL.jpg,14x12 cm,Mirosilver,23,67.16,161.18,73,Beltrami s.r.l.,,cm,"14,000","12,000",2025-11-01 02:42:15
6800/2O,"6800/2O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6800.2O_6800_O.jpg,"11x9,5 cm",Mirosilver,23,93.48,224.35,152,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6800/2OCOL,"6800/2OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6800.2OCOL_6800-OCOL.jpg,"11x9,5 cm",Mirosilver,23,63.47,152.33,132,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6800/2OW,6800/2OW OBRAZEK PAMIĄTKA I KOMUNII ŚW.   14x12 CM,https://wikomistral.ddns.net/Obrazki/6800.2OW_6800_OW.jpg,14x12 cm,Mirosilver,23,100.49,221.08,217,Beltrami s.r.l.,,cm,"14,000","12,000",2025-11-01 02:42:15
6800/2OWCOL,6800/2OWCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 14x12 CM,https://wikomistral.ddns.net/Obrazki/6800.2OWCOL_6800-OWCOL.jpg,14x12 cm,Mirosilver,23,67.16,161.18,149,Beltrami s.r.l.,,cm,"14,000","12,000",2025-11-01 02:42:15
6800/3A,"6800/3A OBRAZEK PAMIĄTKA I KOMUNII ŚW.    15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6800.3A_6800_A.jpg,"15,5x14 cm",Mirosilver,23,146.06,321.33,59,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6800/3ACOL,"6800/3ACOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6800.3ACOL_6800-ACOL.jpg,"15,5x14 cm",Mirosilver,23,98.89,237.34,47,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6800/3AW,6800/3AW OBRAZEK PAMIĄTKA I KOMUNII ŚW.   19x18 CM,https://wikomistral.ddns.net/Obrazki/6800.3AW_6800_AW.jpg,19x18 cm,Mirosilver,23,161.25,322.50,30,Beltrami s.r.l.,,cm,"19,000","18,000",2025-11-01 02:42:15
6800/3O,"6800/3O OBRAZEK PAMIĄTKA I KOMUNII ŚW.    15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6800.3O_6800_O.jpg,"15,5x14 cm",Mirosilver,23,146.06,321.33,65,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6800/3OCOL,"6800/3OCOL OBRAZEK PAMIĄTKA I KOMUNII     ŚW. 15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6800.3OCOL_6800-OCOL.jpg,"15,5x14 cm",Mirosilver,23,98.89,237.34,72,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6800/3OW,6800/3OW OBRAZEK PAMIĄTKA I KOMUNII ŚW.   19x18 CM,https://wikomistral.ddns.net/Obrazki/6800.3OW_6800_OW.jpg,19x18 cm,Mirosilver,23,161.25,322.50,52,Beltrami s.r.l.,,cm,"19,000","18,000",2025-11-01 02:42:15
6801/2,6801/2 OBRAZEK ŚW. RODZINA 7x11 CM,https://wikomistral.ddns.net/Obrazki/6801.2_6801.jpg,7x11 cm,Mirosilver,23,46.74,121.52,2,Beltrami s.r.l.,,cm,"7,000","11,000",2025-11-01 02:42:15
6801/2X,6801/2X OBRAZEK ŚW. RODZINA 12x17 CM,https://wikomistral.ddns.net/Obrazki/6801.2X_6801.jpg,12x17 cm,Mirosilver,23,168.26,336.52,20,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6801/3,6801/3 OBRAZEK ŚW. RODZINA 17x23 CM,https://wikomistral.ddns.net/Obrazki/6801.3_6801.jpg,17x23 cm,Mirosilver,23,285.11,513.20,24,Beltrami s.r.l.,,cm,"17,000","23,000",2025-11-01 02:42:15
6801/5,6801/5 OBRAZ ŚW. RODZINA 23x32 CM,https://wikomistral.ddns.net/Obrazki/6801.5_6801.jpg,23x32 cm,Mirosilver,23,500.12,900.22,35,Beltrami s.r.l.,,cm,"23,000","32,000",2025-11-01 02:42:15
6801/7,6801/7 OBRAZ ŚW. RODZINA 30x41 CM,https://wikomistral.ddns.net/Obrazki/6801.7_6801.jpg,30x41 cm,Mirosilver,23,807.43,1453.37,15,Beltrami s.r.l.,,cm,"30,000","41,000",2025-11-01 02:42:15
6801K/2,6801K/2 PANEL ŚW. RODZINA 20x15 CM,https://wikomistral.ddns.net/Obrazki/6801K.2_6801K.jpg,20x15 cm,Mirosilver,23,55.35,132.84,72,Beltrami s.r.l.,PANK,cm,"20,000","15,000",2025-11-01 02:42:15
6801KP/2,6801KP/2 PANEL ŚW. RODZINA 20x15 CM,https://wikomistral.ddns.net/Obrazki/6801KP.2_6801KP.jpg,20x15 cm,Mirosilver,23,105.17,231.37,15,Beltrami s.r.l.,PANK,cm,"20,000","15,000",2025-11-01 02:42:15
6802/1,6802/1 OBRAZEK PAMIĄTKA I KOMUNII ŚW.  5x10 CM,https://wikomistral.ddns.net/Obrazki/6802.1_6802.jpg,5x10 cm,Mirosilver,23,72.45,173.88,63,Beltrami s.r.l.,,cm,"5,000","10,000",2025-11-01 02:42:15
6802/2,6802/2 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     7x14CM,https://wikomistral.ddns.net/Obrazki/6802.2_6802.jpg,7x14 cm,Mirosilver,23,100.49,221.08,87,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6802/2X,6802/2X OBRAZEK PAMIĄTKA I KOMUNII ŚW.  10x20 CM,https://wikomistral.ddns.net/Obrazki/6802.2X_6802.jpg,10x20 cm,Mirosilver,23,104.80,230.56,71,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6802FO/2X,"6802FO/2X PANEL PAMIĄTKA I KOMUNII ŚW.    17,5x23,5 CM",https://wikomistral.ddns.net/Obrazki/6802FO.2X_6802FO.jpg,"17,5x23,5 cm",Mirosilver,23,76.75,184.20,71,Beltrami s.r.l.,,cm,"17,500","23,500",2025-11-01 02:42:15
6802FP/2,6802FP/2 PANEL PAMIĄTKA I KOMUNII ŚW.     16x18 CM,https://wikomistral.ddns.net/Obrazki/6802FP.2_6802FP.jpg,16x18 cm,Mirosilver,23,75.28,180.67,47,Beltrami s.r.l.,,cm,"16,000","18,000",2025-11-01 02:42:15
6802OP/2,"6802OP/2 PANEL PAMIĄTKA I KOMUNII ŚW.     9,5x13 CM",https://wikomistral.ddns.net/Obrazki/6802OP.2_6802OP.jpg,"9,5x13 cm",Mirosilver,23,79.46,190.70,3,Beltrami s.r.l.,SOP,cm,"9,500","13,000",2025-11-01 02:42:15
6802OP/2X,6802OP/2X PANEL PAMIĄTKA I KOMUNII ŚW.    13x18 CM,https://wikomistral.ddns.net/Obrazki/6802OP.2X_6802OP.jpg,13x18 cm,Mirosilver,23,71.59,171.82,20,Beltrami s.r.l.,SOP,cm,"13,000","18,000",2025-11-01 02:42:15
6802RAM/3XL,6802RAM/3XL RAMKA PAMIĄTKA I KOMUNII ŚW.  10x15 CM,https://wikomistral.ddns.net/Obrazki/6802RAM.3XL_6802RAM.jpg,10x15 cm,Mirosilver,23,49.20,127.92,176,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6802W/2,"6802W/2 OBRAZEK PAMIĄTKA I KOMUNII ŚW.    8,5x15 CM",https://wikomistral.ddns.net/Obrazki/6802W.2_6802W.jpg,"8,5x15 cm",Mirosilver,23,107.50,236.50,80,Beltrami s.r.l.,,cm,"8,500","15,000",2025-11-01 02:42:15
6803/2,6803/2 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     6x9 CM,https://wikomistral.ddns.net/Obrazki/6803.2_6803.jpg,6x9 cm,Mirosilver,23,39.98,103.95,100,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6803/2X,6803/2X OBRAZEK PAMIĄTKA I KOMUNII ŚW.    8x12 CM,https://wikomistral.ddns.net/Obrazki/6803.2X_6803.jpg,8x12 cm,Mirosilver,23,54.74,131.38,122,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6803/3,6803/3 OBRAZEK PAMIĄTKA I KOMUNII ŚW.     12x17 CM,https://wikomistral.ddns.net/Obrazki/6803.3_6803.jpg,12x17 cm,Mirosilver,23,86.72,208.13,84,Beltrami s.r.l.,,cm,"12,000","17,000",2025-11-01 02:42:15
6804/2,6804/2 OBRAZEK PAMIĄTKA BIERZMOWANIA 6x9  CM,https://wikomistral.ddns.net/Obrazki/6804.2_6804.jpg,6x9 cm,Mirosilver,23,75.95,182.28,43,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6804/2X,6804/2X OBRAZEK PAMIĄTKA BIERZMOWANIA     8x12 CM,https://wikomistral.ddns.net/Obrazki/6804.2X_6804.jpg,8x12 cm,Mirosilver,23,104.00,228.80,53,Beltrami s.r.l.,,cm,"8,000","12,000",2025-11-01 02:42:15
6804/3,6804/3 OBRAZEK PAMIĄTKA BIERZMOWANIA      12x17 CM,https://wikomistral.ddns.net/Obrazki/6804.3_6804.jpg,12x17 cm,Mirosilver,23,164.76,329.52,125,Beltrami s.r.l.,PROM,cm,"12,000","17,000",2025-11-01 02:42:15
6804RAM/3XL,6804RAM/3XL RAMKA PAMIĄTKA BIERZMOWANIA   10x15 CM,https://wikomistral.ddns.net/Obrazki/6804RAM.3XL_6804RAM.jpg,10x15 cm,Mirosilver,23,49.20,127.92,432,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6805/1,6805/1 OBRAZEK PAMIĄTKA CHRZTU ŚW. 5x10  CM,https://wikomistral.ddns.net/Obrazki/6805.1_6805.jpg,5x10 cm,Mirosilver,23,30.50,79.30,41,Beltrami s.r.l.,,cm,"5,000","10,000",2025-11-01 02:42:15
6805/2,6805/2 OBRAZEK PAMIĄTKA CHRZTU ŚW. 7x14   CM,https://wikomistral.ddns.net/Obrazki/6805.2_6805.jpg,7x14 cm,Mirosilver,23,42.31,110.01,117,Beltrami s.r.l.,,cm,"7,000","14,000",2025-11-01 02:42:15
6805/2X,6805/2X OBRAZEK PAMIĄTKA CHRZTU ŚW.  10x20 CM,https://wikomistral.ddns.net/Obrazki/6805.2X_6805.jpg,10x20 cm,Mirosilver,23,69.86,167.66,104,Beltrami s.r.l.,,cm,"10,000","20,000",2025-11-01 02:42:15
6805FP/2,6805FP/2 PANEL PAMIĄTKA CHRZTU ŚW. 16x18  CM,https://wikomistral.ddns.net/Obrazki/6805FP.2_6805FP.jpg,16x18 cm,Mirosilver,23,50.18,120.43,68,Beltrami s.r.l.,,cm,"16,000","18,000",2025-11-01 02:42:15
6805RAM/3XL,6805RAM/3XL RAMKA PAMIĄTKA CHRZTU ŚW.     10x15 CM,https://wikomistral.ddns.net/Obrazki/6805RAM.3XL_6805RAM.jpg,10x15 cm,Mirosilver,23,49.20,127.92,259,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6805W/2,"6805W/2 PANEL PAMIĄTKA CHRZTU ŚW. 8,5x15  CM",https://wikomistral.ddns.net/Obrazki/6805W.2_6805W.jpg,"8,5x15 cm",Mirosilver,23,45.26,117.68,59,Beltrami s.r.l.,,cm,"8,500","15,000",2025-11-01 02:42:15
6806RAM/3XLCOL,6806RAM/3XLCOL RAMKA Z ANIOŁKIEM 10x15    CM,https://wikomistral.ddns.net/Obrazki/6806RAM.3XLCOL_6806RAM.jpg,10x15 cm,Mirosilver,23,55.35,132.84,91,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6807RAM/3XL,6807RAM/3XL RAMKA PAMIĄTKA CHRZTU ŚW.     10x15 CM,https://wikomistral.ddns.net/Obrazki/6807RAM.3XL_6807RAM.jpg,10x15 cm,Mirosilver,23,49.20,127.92,231,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6807RAM/3XLCOL,6807RAM/3XLCOL RAMKA PAMIĄTKA CHRZTU ŚW.  10x15 CM,https://wikomistral.ddns.net/Obrazki/6807RAM.3XLCOL_6807RAM-COL.jpg,10x15 cm,Mirosilver,23,55.35,132.84,91,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6808RAM/3XL,6808RAM/3XL RAMKA PAMIĄTKA I KOMUNII ŚW.  10x15 CM,https://wikomistral.ddns.net/Obrazki/6808RAM.3XL_6808RAM.jpg,10x15 cm,Mirosilver,23,49.20,127.92,139,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6808RAM/3XLCOL,6808RAM/3XLCOL RAMKA PAMIĄTKA I KOMUNII   ŚW. 10x15 CM,https://wikomistral.ddns.net/Obrazki/6808RAM.3XLCOL_6808RAM-COL.jpg,10x15 cm,Mirosilver,23,55.35,132.84,169,Celebration by Ann,ECO,cm,"10,000","15,000",2025-11-01 02:42:15
6808RAM/4L,6808RAM/4L RAMKA PAMIĄTKA I KOMUNII ŚW.   13x18 CM,https://wikomistral.ddns.net/Obrazki/6808RAM.4L_6808RAM.jpg,13x18 cm,Mirosilver,23,61.50,147.60,85,Celebration by Ann,,cm,"13,000","18,000",2025-11-01 02:42:15
6808RAM/4LCOL,6808RAM/4LCOL RAMKA PAMIĄTKA I KOMUNII    ŚW. 13x18 CM,https://wikomistral.ddns.net/Obrazki/6808RAM.4LCOL_6808RAM-COL.jpg,13x18 cm,Mirosilver,23,67.65,162.36,107,Celebration by Ann,,cm,"13,000","18,000",2025-11-01 02:42:15
